headline,nickname,abstract,website,time,word,view,like
孤独星球—阴雨连绵的天气，只想睡觉,阳阳君,小时候特别喜欢下雨天，可以拿出平常没有机会穿的雨靴跟小花伞，踩在小泥沟里假装自己是一颗在生长的小蘑菇，踩在泥沟里还不算还要在里面蹦蹦跳跳，这时就...,https://www.jianshu.com/p/f689e31a146e,2018.11.13 22:52,540,58,3
选物 | 环保，试试从环保袋开始,海边一日,「 选物 」专栏不是要给大家繁忙的购物生活添乱，而是为了节省时间。这里只会出现最好的物品，省下的时间大家去约会、看书、走走、做任何你想做但没时间...,https://www.jianshu.com/p/ebaa3f250071,2018.11.13 14:03,2188,154,0
勇敢地跟孩子谈钱,辰漫索财商课,1 中国家庭大多很回避跟孩子谈钱，那些没有接受过家庭财商教育的孩子进入社会以后会有哪些问题和后果？以校园贷为例。 在百度上随手一搜“校园贷”，找...,https://www.jianshu.com/p/60cd8ddbc47e,2018.11.13 13:51,2201,231,9
总是感冒?睡不好?精神不佳？你很可能是营养不良! (中),一稼哈佛MBA,一稼： 在上周发布的营养篇（上），我们提到营养不是吃了什么，而是吸收了什么，而现代人很多健康问题就是肠胃问题造成的吸收不良。 上次我们提到补充益...,https://www.jianshu.com/p/565b13b22a85,2018.11.13 11:26,5356,37,1
游记欧洲,琳子_d542,旅行的终极意义是热爱生活，而出国行的终极意义是热爱你的祖国。 …… 看风景前先看文化，知道文化后，走过的每一村土地、所见和所闻才能沁入心扉。下面...,https://www.jianshu.com/p/5aa20a6b0745,2018.11.13 11:23,3356,86,3
蔷薇食谱：熟醉蟹,苏州的蔷薇花开,先生在饭店里吃过了熟醉蟹，回家念念不忘，嘱我在家复制。想想他就这点爱好，爱喝点儿小酒，爱吃点我做的小菜。这样的要求，怎能拒绝？ 没做...,https://www.jianshu.com/p/bb96d8be5fe5,2018.11.13 13:36,787,1045,7
膝关节疼痛！真的全是跑步惹的祸？,波普董健身,为什么别人跑步健身，你却跑坏了膝盖？真正的原因有这3个！ 本文编辑/江夜 今天在健身房跑步的时候有人问我：“哎呀！天天跑步你膝盖疼不疼？经常跑步...,https://www.jianshu.com/p/c67d8733f51f,2018.11.13 10:14,1253,111,1
OK彩铅教程 | 大石榴,OK小画,老家院子里种了两棵石榴树。每年中秋节前后，成百个红果子热热闹闹的挂满枝头，有些还开心地咧开了嘴，露出了一排排镶着红宝石的大牙，着实可爱。 今天，...,https://www.jianshu.com/p/fc8835fcc19c,2018.11.04 21:35,798,196,5
Maggie的美丽物语｜艳阳如旧，虚构一个大地色的十一月,美丽君Maggie,悄悄告诉你们 关注我会越来越美哦：） by：美丽君 _ 晚上好，美丽的你们 Best wishes for you _ 这周听到的最好消息是什么...,https://www.jianshu.com/p/fba37fd476c7,2018.11.12 23:36,2224,65,1
西兰花这样搭配，营养翻倍，鲜嫩爽脆，还十分简单,惠顾星辰,冬季来临，大家大概都在忙着进补。荤腥类食物吃多了会腻，也不太容易消化，不妨偶尔来点素食，清清肠胃，补充补充维生素，增强下免疫力。 西兰花俗称青花...,https://www.jianshu.com/p/bf2f3cd0efe3,2018.11.13 09:04,963,409,11
变色唇膏· 泰国小草莓 | 点评,莫嫡Morettie,【引子】 莫叔，能点评下泰国变色润唇膏小草莓吗？ 泰国这款唇膏的全名是 Mistine蜜丝婷 维他命E梦幻润唇膏-草莓味 Mistine是泰国的...,https://www.jianshu.com/p/2d0d39c0c88e,2018.11.13 05:03,1024,180,8
孤独星球—想出去走一走，拥抱万丈星空,阳阳君,在北极和南极的漫漫长夜中，在整个天空中会看到梦幻而神秘的北极光和南极光的美妙景象，它的变幻多彩神秘莫测令很多人向往。 之前在网上有看到很多关于在...,https://www.jianshu.com/p/4eeaa5b68792,2018.11.12 23:12,445,115,5
10月肯德基、麦当劳、汉堡王新品盘点，现在大家都是咸鱼啦！,灏鲲,哟~又到了每月一度的欢乐时光，今天是十月的各家快餐店新品盘点，其中肯德基四款，汉堡王三款，麦当劳三款，听起来还不错但其实各家的新品稍微有点......,https://www.jianshu.com/p/f4a32c7acb88,2018.11.12 22:41,1233,117,0
这样穿，没人会比你时尚，且今天亲测，走在东北的街道上，我都出汗了,服装搭配美学,搬家之前，我在哈尔滨，对的，一个冬天及其寒冷的地方，从10月份开始就已经冷了，晚上出去已经到了零下的程度，对于我这样一个及其怕冷的人来说，简直要...,https://www.jianshu.com/p/b811c0ea35da,2018.11.12 19:49,2133,220,3
微景观DIY，占领着植物界的萌主位置,优加手作12,绿色植物是生态平衡的支柱，因为植物能净化污水，能消除和减弱噪声，能耐旱固沙，能耐盐碱、耐涝，能监测二氧化硫、氟、氯、氨等的污染。所以我们日常的生...,https://www.jianshu.com/p/fabd9281b2c9,2018.11.12 17:09,433,117,2
双十一值得买8款推荐：迅速提升职场人士幸福感！,花臂少女Ao,双十一的快乐是可以前后持续一周的：始于互相种草、爆于互相鼓励、终于互相攀比——比谁省的多、比谁发货快。 那么对于一个每天工作8小时的专业职场人士...,https://www.jianshu.com/p/384a64199301,2018.11.12 15:24,1318,194,4
氨基酸洗面_喱,Joyce0215,闲扯 hello，大家好 我是小W。 今天开始写各种护肤小知识。 甘愿做大家的小白鼠，以后会越来越多的分享我用过的五花八门的护肤品。 起因是这样...,https://www.jianshu.com/p/040c8fcf153d,2018.11.12 12:33,1475,98,0
文艺青年们的私藏美妆单品,郭果果mint,我打心底里还蛮羡慕文青生活的。 羡慕她们不盲从的独特个性。 所以，我对文艺女青年们的护肤品还真的蛮好奇的。 于是深扒了周围的几个文青菇凉的“购物...,https://www.jianshu.com/p/47a837f2969f,2018.11.12 11:15,1840,95,2
人头马XO、马爹利XO酒，这个XO什么意思？,吃喝玩乐事儿,XO酒的大名，再熟悉不过。 小时候，看的香港电影，有钱人就常常喝XO酒，倒麽，只倒一点点，喝也只是小口小口喝。 那时留下的印象就是，喝XO酒，是...,https://www.jianshu.com/p/cc7cb32201ae,2018.11.12 16:15,2605,288,6
双十一，别人淘宝我淘菜,苏州的蔷薇花开,周日天气阴郁，一改周六的艳阳高照。顿觉周六的出行安排十分周到。这不出去的一天，自然也不能虚度，按照计划，城南农贸市场买菜去。 城南菜...,https://www.jianshu.com/p/c7a7731780ef,2018.11.12 12:33,1189,695,10
写给普通人的高端耳机选购原则,杨枫桦,这是一篇我在跳过很多坑，浪费了很多时间后，总结出的一套选购原则，这套原则不仅可以用于选择耳机上，也适用于选择很多东西。（比如我最近快速选购了一个...,https://www.jianshu.com/p/a8c5ebe3062f,2018.11.12 00:51,1023,146,2
每周做3次HIIT训练，燃脂效果会让你欣喜,波普董健身,消灭肚腩不可少的利器！HIIT训练带给你强大的后燃效应 每个人在减肥过程中都是贪婪的，巴不得一星期就能瘦成自己的目标，可现实往往是残酷的，一星期...,https://www.jianshu.com/p/fd2b5806f605,2018.11.12 11:52,1426,271,10
这，就是一辈子的人生,旅行蛋,一眼就看到头的人生，你要不要过？ 可是这里却在年复一年的上演。 中秋刚过，村子里开始忙碌起来。 这个时候的小山村，还没有到秋高气爽很适合晒柿饼的...,https://www.jianshu.com/p/c39427d9e05a,2018.11.12 10:28,2917,557,13
鸡眼，为什么发生怎么治？ 和跖疣的区别,莫嫡Morettie,【引子】 莫叔，想知道鸡眼怎么治啊？ 痛苦 左脚长了七八个? ? 是我鞋太硬了？ 在人世间晃荡了这么多年，原以为鸡眼离我很远...不曾想这会发生...,https://www.jianshu.com/p/498a2ca9dfde,2018.11.12 08:14,884,587,12
常见宠物鱼玩腻了？推荐三种小众观赏鱼，让你的鱼缸制霸朋友圈,哗仔说鱼,对不起，我是哗仔！ 欢迎大家再一次回到这个有点不一样的哗仔说鱼专栏。 最近有鱼友问哗仔：能不能推荐几种小众观赏鱼？ 哗仔问他：为什么要小众鱼？ ...,https://www.jianshu.com/p/f57a8f20e178,2018.11.12 09:20,1354,150,1
没被割过韭菜，怎么封神？,义琳,文 |义琳 本文首发于公众号：上享生活。欢迎转发朋友圈，转载请公众号后台联系。 “天上掉下来的不一定都是馅饼，也没准儿是鸟屎或者高空垃圾”，Su...,https://www.jianshu.com/p/1af0890dcf89,2018.11.11 09:58,2697,148,6
我的口红杂货袋：从手工到杂牌到大牌,雨文Vivian,每个女生对化妆品的第一个概念应该就是口红了。小时候有多少人偷偷涂过妈妈的口红呢？女生对于口红都有着蜜汁喜爱，在化妆台上是中坚力量。 ...,https://www.jianshu.com/p/de439c4385a4,2018.11.11 22:19,1738,83,2
不运动不节食不吃药:我是如何从165斤瘦到108斤的？,虎妮儿,去年的三月份，我的体重飙到了165斤！！ 为什么？ 因为在过去的一年里，我领了一把尚方宝剑，从此以后，胡吃海喝，体重也节节攀升，从115斤成功地...,https://www.jianshu.com/p/fda3c8ee855e,2018.11.11 20:24,1240,212,5
小家越住越大--客厅篇,77女王mimius,选取这个题目，也是因为最近一直在看《小家越住越大》，有一种相见恨晚的感觉，2015年装修的时候，在客厅的处理上，并没有考虑太多收纳和布局，添置家...,https://www.jianshu.com/p/f9ea21ab76cc,2018.11.11 12:10,1045,452,10
理性分析|2018年双十一真的便宜吗！,wsdhab,网购千日 厮杀一时 每个血拼党都有“宁跑十家店 不买贵一件”的斗志，也有宁可错买退货 也绝不可能遗漏任何一件折扣的决心，随之而来的，也就产生了一...,https://www.jianshu.com/p/6b67a0c34e0d,2018.11.11 22:51,1259,178,0
孤独星球—花草树木环绕的小房子,阳阳君,今天绘画的是被花草树木环绕的小房子，这是好久之前就收集的一副绘画素材，最近发现作品的上色都比较青涩，就根据原创着的素材线稿，练习一下上色晕染。 ...,https://www.jianshu.com/p/9d74ab237949,2018.11.11 22:45,457,251,3
1张图带你认识杠铃卧推常见的3个错误，来检查下自己有没有做错,波普董健身,杠铃卧推最常见的错误有这3点，还不赶快来学习正确姿势？ 杠铃卧推绝对是轰炸胸肌厚度的不二之选，也是所有健身者必过的一关。 杠铃卧推是健身房中最为...,https://www.jianshu.com/p/d6c8f5067447,2018.11.11 09:03,744,110,1
双十一，无私分享我的终极购物清单,微笑的秧秧,上次和大家分享了双十一怎么买衣服能够更理智以后，有同学在后台留言：“秧秧，我不相信你双十一什么都不买！” 哼！被你们猜中了！遇到了双十一这种癫狂...,https://www.jianshu.com/p/30e4e19c4903,2018.11.10 20:55,2166,238,4
宜家8款高能家具！让孩子从0岁用到16岁！,月球家居_LunaHome,孩子长个儿特别快，婴儿床只能睡一两年，小书桌顶多能用三四年，和动辄用十年的成人家具相比，“寿命短”还不便宜的儿童家具显得很不划算，但如果一上来就...,https://www.jianshu.com/p/71fff773ad00,2018.11.10 16:32,2272,115,4
点心小课堂 | 让你一次学会两种好吃不腻的香甜小酥,小厨说,今天小厨君想为大家介绍两款不同口味的点心饼干，而且做法也很简单，包你一学就会！ 提子奶酥口感酥脆，香甜可口，加入一些提子干中和，让这款小点心有奶...,https://www.jianshu.com/p/6fa34b44e7b3,2018.11.10 13:02,478,79,1
人说，鱼的记忆只有七秒；鱼说，别听人类胡说八道,哗仔说鱼,小鱼问：妈妈，妈妈，为什么人类说我们的记忆只有七秒？ 大鱼说：我想想~~~嗯~~~你刚刚说什么？ 小鱼答：嗯？我什么也没问啊！ 大鱼问：你是谁？...,https://www.jianshu.com/p/68f86aad1ccd,2018.11.11 00:26,1575,1471,39
双十一养鱼攻略：与其购买昂贵的鱼缸滤材，不如去海边捡一些蚝壳,哗仔说鱼,对不起，我是哗仔！ 好恐怖啊！ 双十一马上来临了！ 你的钱包抗议了吗？ 养鱼的朋友们，你们的购物车里，有没有滤材呢？ 如果还没有下单，哗仔就恭喜...,https://www.jianshu.com/p/c0a2b969ba15,2018.11.11 00:08,1170,178,0
孤独星球—二次涂鸦，大鱼海棠插画,阳阳君,好多喜欢的作品都会涂鸦两次或者三次，希望用不同的手绘方式来绘画同一份作品，来呈现心中所构思的不同的感觉。 《大鱼海棠》这部剧是我连刷两遍当中为数...,https://www.jianshu.com/p/db92f6349f9a,2018.11.10 23:07,472,257,8
从吴军的《态度》中我看到这三点,五四青年SZ,这两天通过朋友的关系抢先看了吴军老师的《态度》一书，字句中处处看着朴实，但深深的藏着智慧，感触很多，这里分享3个特别有感触的点： 一.上帝喜欢笨...,https://www.jianshu.com/p/faeebe7dd3d5,2018.11.10 21:34,1166,261,5
干货 | 我总结了几点拍照实用的技巧，想分享给你,林琛Live,一直以来，公众号后台粉丝问的最最最多的问题就是，拍照到底该怎么拍才好看？ 那今天我就根据自己的经验，总结了一些拍照实用的小技巧，希望能让你的照片...,https://www.jianshu.com/p/81f628fbc1df,2018.11.10 08:58,1394,831,43
双11，我不会为了省钱做一个下流少女 ！,美好小姐的礼物清单,纳尼？下流少女？像我这么喜欢恶趣味的人，想摆脱“下流少女”的恶名，是相当不敢想的事。 我这里说的“下流”，是引用了日本的一本书《下流社会》的概念...,https://www.jianshu.com/p/83394542a99b,2018.11.09 17:02,4405,14855,224
不足千元的27寸曲面显示器，HKC惠科C270入手体验,数码爵士,现在手机的全面屏都玩的很6，手机屏幕也是越来越大，像水滴屏、滑盖全面屏都很流行，不过我却没有多少更换的欲望。平时工作比较忙，大部分时候是面对电脑...,https://www.jianshu.com/p/7e3b86cd0a75,2018.11.09 23:17,1557,157,3
双十一买啥|吃货不可错过的私藏美食购物清单！,美食范儿,一年一度的购物大战即将开始，还不知道买啥？除了化妆品衣服包包电子产品是不是还差点什么？就差点吃的了！ 作为一名美食弄潮儿，为了这场购物大战已经“...,https://www.jianshu.com/p/3520a17c04bb,2018.11.09 22:24,1758,126,5
俯卧撑做的越快越好吗？3个论证告诉你真相！,波普董健身,1秒钟2个俯卧撑很厉害！但俯卧撑真的越快越好吗？ 俯卧撑可能是很多人接触健身的第一个动作，这个动作的好处是能增强胸部，手臂及腰腹力量。 男人之间...,https://www.jianshu.com/p/64687c84cc3a,2018.11.10 07:45,826,212,4
饺子皮只能包饺子？教你一招，不用烤箱，轻松做香甜酥脆的各种派,惠顾星辰,随着气温不断下降，冬天姗姗来迟却也是如期而至。天气寒冷，一家人围桌而坐，吃着热气腾腾的水饺，谈天说地抑或拉拉家常里短，暖心又暖胃，如此岁月静好。...,https://www.jianshu.com/p/dd8ee40e24aa,2018.11.10 07:39,1013,783,26
维密同款，不用花钱就能拥有,芳芳的爱美圣经,今天被维密刷屏了吗？最近这几天一直在被维密刷屏。 我也不免俗，来说说今年我维密秀。 先来一张镇楼图。满屏都是大长腿，口水…… 今年的国模有四位：...,https://www.jianshu.com/p/ccca59b18460,2018.11.09 23:13,785,218,3
这位凶神恶煞的大叔，却深受孩子们喜欢，只因为他的爱心章鱼烧,沫情舒,在幼儿园的门口， 停着一辆车， 一位凶神恶煞的大叔， 让很多人不觉加快了脚步。 可是，令人奇怪的是， 很多小朋友不仅没被吓跑， 反而一个个争先恐...,https://www.jianshu.com/p/3603dc93fa3d,2018.11.09 22:44,1937,121,1
【手帐排版】十一月bujo——少女、粉、粉色？,是太阳吖,下了一周的雨，终于在今天放晴了。 这周一直在忙着面试。所以11月的bujo早早就写好了，一直拖到现在才发，对不起大家…… 之前做bujo，一直都...,https://www.jianshu.com/p/eb96a05a4479,2018.11.09 19:49,874,112,4
2018双十一羽绒服攻略 都是专业羽绒服品牌 超划算 千万别错过,挖挖挖的虫虫,大家好，振奋人心的羽绒服特辑来了~ 记得去年的羽绒服那期挺受欢迎的。羽绒服算冬天的大件了吧，所以今年趁着双十一之前写出来，希望大家可以买到最划算...,https://www.jianshu.com/p/627114ac2fd5,2018.11.09 13:13,2573,121,2
2018双十一清单（没有母婴的那种）,茗岚,在我大部分买了母婴的今年，还是有很多值得推荐的东西，双十一最后一晚的机会，分享做出来（不包括母婴类，只推荐日常用品！）。其实回去看了一下去年买的...,https://www.jianshu.com/p/500c3c226f10,2018.11.09 11:45,2475,247,3
已向您发送一大波重庆周末亲子游线路图！一家人出去玩才最幸福哦,禹佐,一提到周末 很多家长犯难： 在家玩腻了，出去玩去哪儿孩子比较感兴趣 ...... 是不是还在愁！没事 今天，小编为大家收集了 重庆周边最适合周末...,https://www.jianshu.com/p/99e53057f13e,2018.11.09 09:58,2180,81,1
叨叨棒针2：R站翻译菱形镂空花样长衣,范特茜,大家好！我是范特茜（xi）~有时候，收藏就是一个潇洒的动作，然后，就没有然后了！翻看存货收藏，发现了网名为编织开发者分享的R站美衣，有大部分图解...,https://www.jianshu.com/p/bf98ed0f5f0c,2018.11.09 18:08,1849,183,2
看似普通的“吐司”，谁知是烘焙界的“一哥”！,吃喝玩乐事儿,吐司，是我们生活中最常吃的早餐之一。 因为太方便了！ 从袋子中拿出几片吐司，热杯牛奶，就可以成为一顿早餐，不会像包子馒头、稀饭面条这样，还要蒸煮...,https://www.jianshu.com/p/8f5a6dfa9625,2018.11.09 18:10,2419,175,3
那些用过的好用的护肤品,萌十八的日常,不记得之前在哪里看过别人的提问，求推荐25以上性价比高的护肤品，忽然想起来，就把自己用过的写一写了。 相信25岁的你已是经济独立的人儿了可以在...,https://www.jianshu.com/p/f76b45022ed7,2018.11.09 13:33,720,118,1
教育丨辅导作业不吐血宝典,迅图,这两天朋友圈被这两张图片刷屏，看起来真是又好笑又辛酸： 我上一篇文章中刚好提到过陪娃儿写作业的问题，有读者的留言也挺抓狂的： 再结合这几天朋友们...,https://www.jianshu.com/p/c49e45be7cfd,2018.11.09 14:27,2874,163,3
2018年双十一狂欢节，我只买这三样东西！,亦书欢言,2018年双十一狂欢节马上就要到了，你准备好剁手了吗？ 此刻的你是不是正对着电脑屏幕，疯狂地点击着鼠标，分秒不争地抢着优惠券？还是专注地低头刷手...,https://www.jianshu.com/p/7a042916976b,2018.11.09 14:58,2023,301,2
说到宝宝发育迟缓，妈妈你真的注意到了吗？,智佳贝乐,每个妈妈都会见证自己宝宝的成长，这是一件令人开心和期待的事，小生命呱呱坠地开始，然后慢慢成长为活蹦乱跳的可爱宝宝，不仅是宝宝，这阶段每个父母也都...,https://www.jianshu.com/p/c9a1ecec28b3,2018.11.09 15:24,1221,89,2
如何给图片加上好看的文字，我们也是大神！,猫系叶子,今天教大家如何给你的照片加上好看的文字！这些 App你都可以轻松地在手机上就能设计出优秀的作品，关键简单易用，轻松掌握！ 01 印象 印象是一款...,https://www.jianshu.com/p/20a893aa7c33,2018.11.09 15:25,811,116,4
夜莺素坊|家常印度菜：Dal（小扁豆汤）,夜莺Louisa,我先生在印度生活30年，印度菜比伊朗菜吃得还多。自从结婚，他的饮食全部被我改成了广东菜。他有时候嚷着要吃印度菜，幸好我也很喜欢那些香料的味道，所...,https://www.jianshu.com/p/d4dc5e5b6887,2018.11.09 16:07,1264,58,2
新年手账推荐,Motif米田,哈喽大噶好，这里是手账鹅苏琦。 秋天一过，麦子金黄，手账鹅们开始彻夜研究、交头接耳、翻墙海淘……是的！他们在挑选新一年的手账本——这几乎可以算是...,https://www.jianshu.com/p/d5b2fbfdcd80,2018.11.09 16:38,1792,137,4
诈尸式育儿,苏州的蔷薇花开,听说过“丧偶式育儿”吧？ 听说过啊，就是爸爸对孩子什么都不管，养育孩子成了妈妈一个人的责任。 那你还听说过没有，比“丧偶式育儿...,https://www.jianshu.com/p/2fe3852697e6,2018.11.09 16:02,952,935,9
结实的口感充斥整个口腔，出乎意料不错肯德基藤椒双层堡测评,灏鲲,今天是肯德基重新回归的藤椒嫩笋鸡腿双层堡测评，他的味道比我印象中的好了不少....口感更加立体并丰富，就直接来说说看他的味道如何吧（想不到开头了...,https://www.jianshu.com/p/8b2d5a346d7c,2018.11.09 15:53,1072,92,0
最实用的双十一省钱攻略,逍遥女大侠,去年双十一之际，写了一篇读书笔记，赶在双11剁手节前，给你发一帖除草剂。供购物车装不下的诸君参考。 如果看完你的购物车还是满的，额好吧，既然我劝...,https://www.jianshu.com/p/44fccc1931ad,2018.11.08 22:19,1441,113,1
韩国DMT素颜滴 | 点评,莫嫡Morettie,【引子】 莫叔，能点评下韩国DMT素颜滴吗？那是个啥啊？ 素颜滴... 这名字奇奇怪怪的... 我知道素颜霜... 和素颜滴听起来有点相似......,https://www.jianshu.com/p/7dc2290424ba,2018.11.09 10:31,995,149,6
让小朋友罚站，到底有没有效？,幼儿说,孩子能不能被罚站？ 一位小女孩从幼儿园回到家后一直哭，告诉妈妈说被老师罚站了1个小时。“我站在门口，其他小朋友说我像个傻瓜……老师还让其他人不要...,https://www.jianshu.com/p/0866d8c97eb8,2018.11.09 09:47,2036,67,1
哪些人不适合7天3练这种健身模式？1个方法，让你消除健身焦虑,波普董健身,如何缩短训练时间，让健身更高效？原来一个部位练这么久就够了 最近三期，我更新了一周3次练遍全身的训练方法，很多小伙伴都表示非常的受用，在这里也非...,https://www.jianshu.com/p/70c23f0e1cfc,2018.11.09 08:19,1432,139,0
不用加水，裹着冰霜的小麻花入口酥脆香甜，以后再也不用买啦,惠顾星辰,每次做油炸食品，总是会想起家乡的油坊，油坊是专门为四面八方的村民压榨生产食用油的场所。村民们从地里收获的菜籽、花生或大豆，挑干净晒干后都可以送过...,https://www.jianshu.com/p/f8c4c4cef361,2018.11.09 07:26,956,336,12
48种体型||矩形身材穿衣如何扬长避短？,服装搭配美学,在48种体型中，体型为矩形的人，根据身高、体重的不同，可分为12种不同的矩形身材_ ▲身高小的矩形：身高范围145~160cm，体重从左到右依次...,https://www.jianshu.com/p/ac1acb46bcc9,2018.11.09 06:20,1346,225,3
剁手记｜终极草单，双11这些值得买,芳芳的爱美圣经,自从双11预售开始，我每天都在给被人点赞。一开始还挺有兴致的互点，喜欢互点的人还加了群，点了几天发现特别没意思。 跟拼多多砍价有什么区别呢？不就...,https://www.jianshu.com/p/d081e9362220,2018.11.08 23:50,1904,360,2
双11|购物建议+最值得买的物品有哪些,cherish素呀,大家晚上好呀，我是cherish素 我猜大家最近都在忙着看双11要不要买点什么吧，我和大家一样，在淘宝界面上停不下来。 已有好几年淘宝经验的我，...,https://www.jianshu.com/p/64c122086c79,2018.11.08 21:58,1920,240,2
个人抗痘经验：如何养成一张干净的脸,朴虞,看个人情况而异。不过，如果皮肤很差，达到烂脸级别时一定要去看医生！看医生！看医生！重要的事情说三遍……化妆品比不上药 说正题：护肤＝洁面＋保湿＋...,https://www.jianshu.com/p/ca8b923e4099,2018.11.08 20:26,476,64,0
2018双十一买什么？自用护肤种草清单,张大美穷讲究,2018年双十一买什么的第二弹来噜！上次给大家推荐了一些提升生活质量的平价小电器：2018双十一值得买什么？（生活电器篇）这次要给大家推荐张大美...,https://www.jianshu.com/p/3cc95389965a,2018.11.08 16:25,3891,94,2
手把手教你买什么，这里是我的双11购物车单，不看后悔系列,美楠R,因为这几天请了病假，所以有大把大把时间让我用在写文章这方面，最近入了小红书的坑，已经想买很多东西了，今天就告诉下小仙女快到来的双11应该合情合...,https://www.jianshu.com/p/151833a8286b,2018.11.08 15:48,761,101,0
小米再对厨房下手，青春版米家电磁炉有啥变化？依然全面！,智科技,之前小米生态链推出了一款拥有高颜值设计的米家电磁炉，开售至今收获了非常多的好评。不久前，素有“东方设计奥斯卡奖”之称的日本G-Mark设计奖刚刚...,https://www.jianshu.com/p/18c094847118,2018.11.08 17:07,1325,366,4
不是记者的记者节,苏州的蔷薇花开,今天是记者节，在恭祝了无数记者朋友节日快乐之后，突然觉得，我今天也应该恭祝一下自己。因为这十几年来，虽然没有记者证，我却一直在干着记者的...,https://www.jianshu.com/p/17ab8f8ebafd,2018.11.08 21:01,1150,445,8
双十一来了，超实用的好物推荐！！！,考拉的秘密,再过几天就是双十一了，最近沉浸在“加购物车—删购物车—计算红包—计算下单批次”的循环中无法自拔。 今年的双十一活动真的太难懂了，烧脑，所以我决定...,https://www.jianshu.com/p/4b08366b6ea9,2018.11.08 10:22,2284,98,1
减肥实战攻略，72天的蜕变，从标准体重到美体体重,晓晓频道,说起减肥，貌似是女人永远脱不开的话题，我大概从35岁之后就感觉到了减肥的压力和动力不足。 一是在原来每年春夏交接之时，只需适当饿饿肚子，就能轻松...,https://www.jianshu.com/p/5c95d418455e,2018.11.08 09:25,4056,124,3
双十一剁手攻略，百元买齐你要的化妆品！,美到家小姐姐,今年双十一，玩的不仅是手速，还有脑速。 正在纠结要买什么的宝宝，给你们两点建议： 1、 如果是自己用过或者身边人用过的好东西，可以趁着双十一屯一...,https://www.jianshu.com/p/63f4f814c3a0,2018.11.08 17:11,1517,130,1
大姨妈神器，谁用谁知道（男生请勿入内！）,慢小活,昨天立冬，慢小活在朋友圈做了一次福利活动，点赞送《暖暖的女人不生病》，有小伙伴私信想让慢小活写一写关于女生生理期方面的知识。所以今天的栏目，慢小...,https://www.jianshu.com/p/1e3ec1fc2038,2018.11.08 13:42,4041,1243,23
日本旅行就是买买买买买买买买买买买买……卡刷爆了,起床_,出门旅行对于绝大多数人而言，除了可以放松身心之外，最关键的一件事情就是买买买。像我，即便杭州有直飞也要宁愿跑上海飞的神经病，为的就是在日上疯狂剁...,https://www.jianshu.com/p/9292783a04a7,2018.11.08 14:10,4407,78,1
这样做南瓜软饼，不加水、不发面、不沾手，解馋又简单,惠顾星辰,南瓜是我们日常生活中最常见的一种蔬果。因其价格低廉、营养丰富、做法简单深受大众喜爱。 首先它富含碳水化合物、蛋白质、脂肪、多种维生素以及矿物质和...,https://www.jianshu.com/p/5b9ca210ec06,2018.11.08 13:01,622,682,17
OL小姐姐们的急救清单,郭果果mint,近几天几乎都沉浸在双十一的buy buy buy中，再加上工作hin忙…几乎每天都很晚才睡…但是你们别忘了，双11还是“光棍节”，除了买买买这个...,https://www.jianshu.com/p/6e30b01006db,2018.11.07 13:07,2808,62,1
究竟怎样正确地做一个“好人”？,奔跑的大胯,说在前面的话 这不是一篇鸡汤，而是一次有趣但极有启发的游戏。 一个明确的事实： 这是一个“好人”挣钱越来越容易的时代。 在社会上打拼，你总会遇到...,https://www.jianshu.com/p/7802c7c9d313,2018.11.07 21:17,3559,43,0
普条价格玩游戏内存，XMP一键超频：光威TYPE α DDR4 8G 3000MHz,数码爵士,对于大多数玩家来说，装机考虑的是怎样在性能与价格之间保持平衡，一般都是先确定CPU和主板，这两个部件除非坏掉，基本上我是不会升级的。然后是再考虑...,https://www.jianshu.com/p/bba0a2ddbf2e,2018.11.07 15:25,1580,76,1
我旅行的三年 我是怎样利用各种办法买到特价机票的，不容错过哦,独立思考的童话,不论出国还是国内，交通工具已经成为了我们必不可少的一个事情，而我们经常会看到有些人去各种地方，选择的都是高大上的飞机，我们曾经总以为飞机太贵，离...,https://www.jianshu.com/p/cea8c92e6f27,2018.11.07 15:24,978,152,5
「手账更新」秋天，或许是个会让人想写信的季节,琦形乖状,今天立冬，我才刚开始呼唤秋天你慢点来，我新买的小裙子还来得及穿，她只是在郑州转了个圈，送我教学楼前金黄的银杏叶，昨天一场秋雨，她就温柔的溜走了~...,https://www.jianshu.com/p/3b7a3fd93c6f,2018.11.07 15:07,1265,934,11
如何保持双唇柔软水润,是的YeS时尚,自制的天然唇部磨砂膏和唇膜，可保持双唇丰盈润泽。 天气变化可使嘴唇变得容易干燥皲裂，这时候最重要的是滋润和保湿。水是生存的必需品。 破裂的嘴唇可...,https://www.jianshu.com/p/dde21d6516fb,2018.11.07 14:35,473,60,0
孩子经常咬手指如何破？看看过来人的好点子,幼儿说,孩子爱咬手指，很多父母无奈又无助。 有妈妈说，家里的男孩4岁了，喜欢在看电视时，看到惊险或高兴的场景就会咬手指。如今十只小手指的指甲都被啃得光光...,https://www.jianshu.com/p/3fe45817e953,2018.11.08 09:01,1862,93,1
不愧是小米生态链，这样的剃须刀你见过吗？须眉专注男人第二把刀,智科技,作为一个年过40的中年人，笔者一直比较抵触电动剃须刀，高端的电动剃须刀虽然喜欢，但觉得贵，普通的又觉得没有吉列刮胡刀用的好，就这样，一直用了20...,https://www.jianshu.com/p/a7fc9a2b1a13,2018.11.07 18:17,1310,183,1
